NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ESTABLISHMENT OF MITOCHONDRION LOCALIZATION%GOBP%GO:0051654	ESTABLISHMENT OF MITOCHONDRION LOCALIZATION%GOBP%GO:0051654		18	0.3774251	0.7900809	0.7549801	0.8846459	1.0	2054	tags=22%, list=16%, signal=26%	
PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY	PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY		44	0.3052019	0.7897968	0.86413044	0.8848305	1.0	2610	tags=27%, list=20%, signal=34%	
POSITIVE REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:1905710	POSITIVE REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:1905710		18	0.36674833	0.78963727	0.74666667	0.88481086	1.0	245	tags=6%, list=2%, signal=6%	
'DE NOVO' POST-TRANSLATIONAL PROTEIN FOLDING%GOBP%GO:0051084	'DE NOVO' POST-TRANSLATIONAL PROTEIN FOLDING%GOBP%GO:0051084		23	0.3514786	0.788709	0.7752381	0.8860454	1.0	2002	tags=30%, list=15%, signal=36%	
IN UTERO EMBRYONIC DEVELOPMENT%GOBP%GO:0001701	IN UTERO EMBRYONIC DEVELOPMENT%GOBP%GO:0001701		30	0.33411723	0.78737134	0.7915058	0.887903	1.0	1044	tags=23%, list=8%, signal=25%	
DOWNREGULATION OF ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 83%8863795	DOWNREGULATION OF ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 83%8863795		22	0.34924582	0.78702116	0.7703252	0.8881911	1.0	2849	tags=27%, list=22%, signal=35%	
PYRUVATE METABOLIC PROCESS%GOBP%GO:0006090	PYRUVATE METABOLIC PROCESS%GOBP%GO:0006090		37	0.3192582	0.78689355	0.81888247	0.8881121	1.0	2061	tags=22%, list=16%, signal=26%	
REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783	REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783		83	0.28341272	0.78660643	0.8963636	0.8882857	1.0	1867	tags=19%, list=14%, signal=22%	
SUMOYLATION OF CHROMATIN ORGANIZATION PROTEINS%REACTOME DATABASE ID RELEASE 83%4551638	SUMOYLATION OF CHROMATIN ORGANIZATION PROTEINS%REACTOME DATABASE ID RELEASE 83%4551638		48	0.30605534	0.78585523	0.83584905	0.8892732	1.0	2696	tags=31%, list=21%, signal=39%	
IMPAIRED BRCA2 BINDING TO RAD51%REACTOME DATABASE ID RELEASE 83%9709570	IMPAIRED BRCA2 BINDING TO RAD51%REACTOME DATABASE ID RELEASE 83%9709570		31	0.3366513	0.78568596	0.80544746	0.88925296	1.0	1521	tags=16%, list=12%, signal=18%	
ERAD PATHWAY%GOBP%GO:0036503	ERAD PATHWAY%GOBP%GO:0036503		77	0.28812882	0.78557235	0.8672897	0.88915306	1.0	3053	tags=29%, list=24%, signal=37%	
CELLULAR RESPONSE TO ACID CHEMICAL%GOBP%GO:0071229	CELLULAR RESPONSE TO ACID CHEMICAL%GOBP%GO:0071229		29	0.3386905	0.7844366	0.81128407	0.8906135	1.0	419	tags=7%, list=3%, signal=7%	
3Q29 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20220510%WP4906%HOMO SAPIENS	3Q29 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20220510%WP4906%HOMO SAPIENS		34	0.3232299	0.78420454	0.80406654	0.8906843	1.0	1384	tags=21%, list=11%, signal=23%	
REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0051480	REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0051480		23	0.34659952	0.7839635	0.77431905	0.8907808	1.0	2006	tags=35%, list=16%, signal=41%	
INTERNAL PROTEIN AMINO ACID ACETYLATION%GOBP%GO:0006475	INTERNAL PROTEIN AMINO ACID ACETYLATION%GOBP%GO:0006475		80	0.2782499	0.7838702	0.9109849	0.8906358	1.0	2357	tags=19%, list=18%, signal=23%	
MITOCHONDRION LOCALIZATION%GOBP%GO:0051646	MITOCHONDRION LOCALIZATION%GOBP%GO:0051646		28	0.33131602	0.78382945	0.8034682	0.8904051	1.0	3205	tags=32%, list=25%, signal=43%	
POTASSIUM CHANNELS%REACTOME DATABASE ID RELEASE 83%1296071	POTASSIUM CHANNELS%REACTOME DATABASE ID RELEASE 83%1296071		40	0.31097415	0.783472	0.8625498	0.89067054	1.0	603	tags=8%, list=5%, signal=8%	
COPII-COATED VESICLE BUDDING%GOBP%GO:0090114	COPII-COATED VESICLE BUDDING%GOBP%GO:0090114		34	0.32406926	0.7831394	0.80588233	0.89091253	1.0	3320	tags=44%, list=26%, signal=59%	
LNCRNA IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4258%HOMO SAPIENS	LNCRNA IN CANONICAL WNT SIGNALING AND COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4258%HOMO SAPIENS		57	0.2964015	0.7822055	0.86405957	0.89206547	1.0	1350	tags=14%, list=10%, signal=16%	
TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME DATABASE ID RELEASE 83%917977	TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME DATABASE ID RELEASE 83%917977		22	0.35321867	0.78210163	0.79761904	0.8919293	1.0	2397	tags=36%, list=19%, signal=45%	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, EXONUCLEOLYTIC%GOBP%GO:0000291	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, EXONUCLEOLYTIC%GOBP%GO:0000291		16	0.37750646	0.78139716	0.7865854	0.89275235	1.0	3056	tags=38%, list=24%, signal=49%	
PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY	PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY		19	0.35190704	0.78138363	0.80582523	0.8924881	1.0	1693	tags=16%, list=13%, signal=18%	
NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 83%350054	NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 83%350054		25	0.33864382	0.78137535	0.77394634	0.8922211	1.0	2230	tags=28%, list=17%, signal=34%	
CELL DEATH SIGNALLING VIA NRAGE, NRIF AND NADE%REACTOME DATABASE ID RELEASE 83%204998	CELL DEATH SIGNALLING VIA NRAGE, NRIF AND NADE%REACTOME DATABASE ID RELEASE 83%204998		56	0.29621112	0.78130686	0.8652344	0.8920322	1.0	1731	tags=20%, list=13%, signal=23%	
PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY	PID_WNT_NONCANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_NONCANONICAL_PATHWAY		22	0.35451818	0.7787394	0.79296875	0.895694	1.0	1442	tags=23%, list=11%, signal=26%	
GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941	GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941		24	0.34540948	0.7785218	0.8019802	0.8957485	1.0	1428	tags=17%, list=11%, signal=19%	
PHOSPHOINOSITIDES METABOLISM%WIKIPATHWAYS_20220510%WP4971%HOMO SAPIENS	PHOSPHOINOSITIDES METABOLISM%WIKIPATHWAYS_20220510%WP4971%HOMO SAPIENS		30	0.33319536	0.7783259	0.81666666	0.89576423	1.0	1004	tags=10%, list=8%, signal=11%	
REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0006942	REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0006942		45	0.30583072	0.77808607	0.8592322	0.89586174	1.0	1267	tags=18%, list=10%, signal=20%	
NETRIN-1 SIGNALING%REACTOME%R-HSA-373752.2	NETRIN-1 SIGNALING%REACTOME%R-HSA-373752.2		35	0.3200608	0.7779048	0.85365856	0.8958553	1.0	1377	tags=17%, list=11%, signal=19%	
TRANSLATION FACTORS%WIKIPATHWAYS_20220510%WP107%HOMO SAPIENS	TRANSLATION FACTORS%WIKIPATHWAYS_20220510%WP107%HOMO SAPIENS		38	0.31563836	0.777564	0.8340081	0.89608777	1.0	1960	tags=29%, list=15%, signal=34%	
LATE ENDOSOME TO VACUOLE TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032511	LATE ENDOSOME TO VACUOLE TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032511		22	0.3446228	0.7775135	0.8007737	0.8958824	1.0	614	tags=9%, list=5%, signal=10%	
NICOTINATE METABOLISM%REACTOME%R-HSA-196807.3	NICOTINATE METABOLISM%REACTOME%R-HSA-196807.3		19	0.3584884	0.7771177	0.7762646	0.8961967	1.0	1665	tags=16%, list=13%, signal=18%	
PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047	PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047		91	0.27633953	0.77525	0.9187146	0.89876616	1.0	1124	tags=13%, list=9%, signal=14%	
PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048	PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048		32	0.3295625	0.7747015	0.82156134	0.8993315	1.0	1491	tags=22%, list=12%, signal=25%	
POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030838	POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030838		22	0.34802282	0.77444583	0.7980952	0.89942604	1.0	1893	tags=27%, list=15%, signal=32%	
RECOGNITION OF DNA DAMAGE BY PCNA-CONTAINING REPLICATION COMPLEX%REACTOME DATABASE ID RELEASE 83%110314	RECOGNITION OF DNA DAMAGE BY PCNA-CONTAINING REPLICATION COMPLEX%REACTOME DATABASE ID RELEASE 83%110314		28	0.33316103	0.7727382	0.8093458	0.9016983	1.0	2225	tags=25%, list=17%, signal=30%	
REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902914	REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902914		17	0.36378208	0.7725704	0.7847358	0.9016641	1.0	2212	tags=29%, list=17%, signal=35%	
DISEASES OF DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 83%9675136	DISEASES OF DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 83%9675136		37	0.30799717	0.7721559	0.8582231	0.90198505	1.0	2610	tags=27%, list=20%, signal=34%	
TOLL-LIKE RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP75%HOMO SAPIENS	TOLL-LIKE RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP75%HOMO SAPIENS		45	0.3003588	0.7719048	0.84210527	0.9020487	1.0	1629	tags=18%, list=13%, signal=20%	
BIOCARTA_TOLL_PATHWAY%MSIGDB_C2%BIOCARTA_TOLL_PATHWAY	BIOCARTA_TOLL_PATHWAY%MSIGDB_C2%BIOCARTA_TOLL_PATHWAY		17	0.36227816	0.7717665	0.7735125	0.90195906	1.0	1203	tags=18%, list=9%, signal=19%	
LEPTIN%NETPATH%LEPTIN	LEPTIN%NETPATH%LEPTIN		38	0.30921715	0.7711037	0.8562992	0.90263605	1.0	2959	tags=37%, list=23%, signal=48%	
MEMBRANE FUSION%GOBP%GO:0061025	MEMBRANE FUSION%GOBP%GO:0061025		99	0.27017996	0.77108735	0.9356522	0.90237904	1.0	2484	tags=23%, list=19%, signal=29%	
NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392	NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392		29	0.33044133	0.7710706	0.8180113	0.9021214	1.0	1775	tags=24%, list=14%, signal=28%	
BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 83%5620922	BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 83%5620922		21	0.35252544	0.7709728	0.8264463	0.90196514	1.0	989	tags=19%, list=8%, signal=21%	
REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062098	REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062098		17	0.35809836	0.770714	0.79029125	0.9020507	1.0	1793	tags=29%, list=14%, signal=34%	
2'-DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009394	2'-DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009394		23	0.33777916	0.7706002	0.8011928	0.90193427	1.0	1919	tags=26%, list=15%, signal=31%	
DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009262	DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009262		24	0.3319177	0.7705346	0.8046875	0.9017493	1.0	1919	tags=25%, list=15%, signal=29%	
DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA2 LOSS OF FUNCTION%REACTOME%R-HSA-9701190.2	DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA2 LOSS OF FUNCTION%REACTOME%R-HSA-9701190.2		37	0.30799717	0.77015007	0.81404173	0.9020396	1.0	2610	tags=27%, list=20%, signal=34%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0061951	ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0061951		38	0.31248236	0.76952964	0.8253359	0.90269715	1.0	1272	tags=13%, list=10%, signal=15%	
NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20220510%WP5114%HOMO SAPIENS	NUCLEOTIDE EXCISION REPAIR IN XERODERMA PIGMENTOSUM %WIKIPATHWAYS_20220510%WP5114%HOMO SAPIENS		43	0.30663708	0.7690949	0.83150184	0.90303326	1.0	2405	tags=21%, list=19%, signal=26%	
PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY		24	0.33469796	0.7688727	0.82330096	0.9030612	1.0	1557	tags=25%, list=12%, signal=28%	
CELLULAR SENESCENCE%GOBP%GO:0090398	CELLULAR SENESCENCE%GOBP%GO:0090398		37	0.31341073	0.76804304	0.8333333	0.90399563	1.0	1764	tags=19%, list=14%, signal=22%	
HISTONE ACETYLATION%GOBP%GO:0016573	HISTONE ACETYLATION%GOBP%GO:0016573		75	0.27462128	0.76779085	0.9134438	0.9040804	1.0	2357	tags=19%, list=18%, signal=23%	
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS		21	0.34897476	0.7672482	0.8172888	0.90458846	1.0	324	tags=10%, list=3%, signal=10%	
PROTEIN MONOUBIQUITINATION%GOBP%GO:0006513	PROTEIN MONOUBIQUITINATION%GOBP%GO:0006513		54	0.29021218	0.7671538	0.8826715	0.9044454	1.0	2219	tags=15%, list=17%, signal=18%	
PROTEIN ALPHA-1,2-DEMANNOSYLATION%GOBP%GO:0036508	PROTEIN ALPHA-1,2-DEMANNOSYLATION%GOBP%GO:0036508		16	0.36539787	0.76675296	0.7771203	0.9047666	1.0	1430	tags=19%, list=11%, signal=21%	
TRAFFICKING OF AMPA RECEPTORS%REACTOME%R-HSA-399719.1	TRAFFICKING OF AMPA RECEPTORS%REACTOME%R-HSA-399719.1		17	0.35986796	0.7667497	0.7790927	0.9044869	1.0	1365	tags=29%, list=11%, signal=33%	
REGULATION OF MEMBRANE REPOLARIZATION%GOBP%GO:0060306	REGULATION OF MEMBRANE REPOLARIZATION%GOBP%GO:0060306		17	0.36341542	0.7660869	0.779661	0.9051763	1.0	1442	tags=24%, list=11%, signal=26%	
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965		44	0.30727857	0.76593465	0.859127	0.90510637	1.0	1758	tags=18%, list=14%, signal=21%	
RNA POLYADENYLATION%GOBP%GO:0043631	RNA POLYADENYLATION%GOBP%GO:0043631		23	0.34691545	0.7654687	0.77952754	0.9054932	1.0	1170	tags=17%, list=9%, signal=19%	
TRIGLYCERIDE CATABOLISM%REACTOME%R-HSA-163560.3	TRIGLYCERIDE CATABOLISM%REACTOME%R-HSA-163560.3		15	0.3709899	0.76490086	0.7936508	0.9060182	1.0	1439	tags=27%, list=11%, signal=30%	
REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051279	REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051279		34	0.3150727	0.7648962	0.8374761	0.90574056	1.0	1928	tags=26%, list=15%, signal=31%	
EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048704	EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048704		16	0.37185642	0.7644392	0.78723407	0.906093	1.0	2093	tags=38%, list=16%, signal=45%	
REGULATION OF B CELL MEDIATED IMMUNITY%GOBP%GO:0002712	REGULATION OF B CELL MEDIATED IMMUNITY%GOBP%GO:0002712		16	0.36143064	0.76388663	0.8003992	0.9065549	1.0	994	tags=13%, list=8%, signal=14%	
NEGATIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001960	NEGATIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001960		30	0.3232246	0.76287127	0.8153846	0.9076836	1.0	580	tags=7%, list=4%, signal=7%	
ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380	ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380		17	0.3570177	0.76147413	0.80670613	0.9093632	1.0	2131	tags=18%, list=16%, signal=21%	
PIGMENT GRANULE ORGANIZATION%GOBP%GO:0048753	PIGMENT GRANULE ORGANIZATION%GOBP%GO:0048753		34	0.31127566	0.761467	0.8563536	0.9090861	1.0	1908	tags=18%, list=15%, signal=21%	
REGULATION OF CELL FATE COMMITMENT%GOBP%GO:0010453	REGULATION OF CELL FATE COMMITMENT%GOBP%GO:0010453		16	0.36239234	0.7613603	0.805668	0.9089466	1.0	2582	tags=31%, list=20%, signal=39%	
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.1	RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.1		29	0.32541132	0.76065904	0.85468453	0.9096367	1.0	405	tags=7%, list=3%, signal=7%	
RESPONSE TO ACID CHEMICAL%GOBP%GO:0001101	RESPONSE TO ACID CHEMICAL%GOBP%GO:0001101		32	0.31485894	0.76047605	0.8257426	0.9095976	1.0	419	tags=6%, list=3%, signal=6%	
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818	REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818		56	0.28535903	0.7603439	0.8976234	0.9094895	1.0	1970	tags=16%, list=15%, signal=19%	
REGULATION OF NECROTIC CELL DEATH%GOBP%GO:0010939	REGULATION OF NECROTIC CELL DEATH%GOBP%GO:0010939		22	0.33688763	0.7594922	0.8245614	0.9103654	1.0	1793	tags=23%, list=14%, signal=26%	
SPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0030149	SPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0030149		18	0.35858417	0.7592272	0.7792969	0.91046643	1.0	141	tags=6%, list=1%, signal=6%	
DISEASES OF DNA REPAIR%REACTOME DATABASE ID RELEASE 83%9675135	DISEASES OF DNA REPAIR%REACTOME DATABASE ID RELEASE 83%9675135		43	0.30215624	0.75893396	0.87984496	0.9105881	1.0	2610	tags=26%, list=20%, signal=32%	
DISEASES ASSOCIATED WITH N-GLYCOSYLATION OF PROTEINS%REACTOME%R-HSA-3781860.3	DISEASES ASSOCIATED WITH N-GLYCOSYLATION OF PROTEINS%REACTOME%R-HSA-3781860.3		19	0.35027415	0.75846434	0.81422925	0.91093254	1.0	3595	tags=47%, list=28%, signal=66%	
POSITIVE REGULATION OF DNA REPAIR%GOBP%GO:0045739	POSITIVE REGULATION OF DNA REPAIR%GOBP%GO:0045739		94	0.2667291	0.75846064	0.94066316	0.9106474	1.0	1711	tags=13%, list=13%, signal=15%	
NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010596	NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010596		30	0.32137164	0.75692815	0.84671533	0.9123874	1.0	1317	tags=20%, list=10%, signal=22%	
MONOUBIQUITINATED PROTEIN DEUBIQUITINATION%GOBP%GO:0035520	MONOUBIQUITINATED PROTEIN DEUBIQUITINATION%GOBP%GO:0035520		30	0.32380086	0.7559481	0.8276481	0.91337085	1.0	2586	tags=27%, list=20%, signal=33%	
EPO RECEPTOR SIGNALING%WIKIPATHWAYS_20220510%WP581%HOMO SAPIENS	EPO RECEPTOR SIGNALING%WIKIPATHWAYS_20220510%WP581%HOMO SAPIENS		15	0.36695528	0.7557637	0.79923517	0.9133039	1.0	1596	tags=27%, list=12%, signal=30%	
MRNA DESTABILIZATION%GOBP%GO:0061157	MRNA DESTABILIZATION%GOBP%GO:0061157		63	0.2817519	0.7550705	0.89906543	0.91394067	1.0	3097	tags=35%, list=24%, signal=46%	
REGULATION OF PHOSPHATASE ACTIVITY%GOBP%GO:0010921	REGULATION OF PHOSPHATASE ACTIVITY%GOBP%GO:0010921		47	0.29737777	0.7545467	0.87430686	0.91435915	1.0	1729	tags=19%, list=13%, signal=22%	
REGULATION OF COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 83%977606	REGULATION OF COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 83%977606		17	0.36821225	0.7538037	0.82751936	0.91507787	1.0	1480	tags=29%, list=11%, signal=33%	
ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165	ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165		50	0.2900595	0.75362426	0.870438	0.91502047	1.0	2183	tags=28%, list=17%, signal=34%	
NUCLEAR PORE ORGANIZATION%GOBP%GO:0006999	NUCLEAR PORE ORGANIZATION%GOBP%GO:0006999		15	0.3714484	0.7533454	0.7933884	0.9151189	1.0	1264	tags=27%, list=10%, signal=30%	
POSITIVE REGULATION OF TRANSCRIPTION INITIATION BY RNA POLYMERASE II%GOBP%GO:0060261	POSITIVE REGULATION OF TRANSCRIPTION INITIATION BY RNA POLYMERASE II%GOBP%GO:0060261		48	0.29267353	0.7521975	0.8839458	0.9163383	1.0	3655	tags=40%, list=28%, signal=55%	
GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%R-HSA-399721.3	GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%R-HSA-399721.3		17	0.35986796	0.7517573	0.8108614	0.9166175	1.0	1365	tags=29%, list=11%, signal=33%	
DEOXYRIBOSE PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019692	DEOXYRIBOSE PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019692		23	0.33777916	0.7517288	0.828	0.9163693	1.0	1919	tags=26%, list=15%, signal=31%	
TRANSLESION SYNTHESIS%GOBP%GO:0019985	TRANSLESION SYNTHESIS%GOBP%GO:0019985		18	0.3426289	0.7516297	0.8229376	0.9162115	1.0	1208	tags=11%, list=9%, signal=12%	
PROTEIN TARGETING TO VACUOLE%GOBP%GO:0006623	PROTEIN TARGETING TO VACUOLE%GOBP%GO:0006623		35	0.30631152	0.75159293	0.8647619	0.9159646	1.0	1746	tags=20%, list=14%, signal=23%	
INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0140888	INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0140888		23	0.3299058	0.751256	0.8339695	0.9161388	1.0	922	tags=17%, list=7%, signal=19%	
NEGATIVE REGULATION OF RNA CATABOLIC PROCESS%GOBP%GO:1902369	NEGATIVE REGULATION OF RNA CATABOLIC PROCESS%GOBP%GO:1902369		47	0.2969573	0.7507174	0.8693285	0.91656846	1.0	2101	tags=28%, list=16%, signal=33%	
REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000756	REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000756		32	0.3052721	0.75069445	0.8762089	0.9163138	1.0	2119	tags=25%, list=16%, signal=30%	
INTRACELLULAR PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0065002	INTRACELLULAR PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0065002		40	0.29712126	0.7505451	0.875	0.9162147	1.0	1493	tags=15%, list=12%, signal=17%	
REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725	REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725		22	0.33608136	0.7500214	0.8343685	0.91659886	1.0	761	tags=9%, list=6%, signal=10%	
ACTIVATION OF GTPASE ACTIVITY%GOBP%GO:0090630	ACTIVATION OF GTPASE ACTIVITY%GOBP%GO:0090630		61	0.27891457	0.74974716	0.90636045	0.91665447	1.0	1461	tags=11%, list=11%, signal=13%	
NEGATIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043124	NEGATIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043124		26	0.32110104	0.7492802	0.8557692	0.9169628	1.0	1596	tags=27%, list=12%, signal=31%	
NEGATIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032007	NEGATIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032007		39	0.31000382	0.74879867	0.8660551	0.91727376	1.0	2028	tags=21%, list=16%, signal=24%	
REGULATION OF PROTEIN NEDDYLATION%GOBP%GO:2000434	REGULATION OF PROTEIN NEDDYLATION%GOBP%GO:2000434		18	0.34625638	0.74835724	0.81	0.9175404	1.0	1421	tags=33%, list=11%, signal=37%	
PROTEIN DEMANNOSYLATION%GOBP%GO:0036507	PROTEIN DEMANNOSYLATION%GOBP%GO:0036507		16	0.36539787	0.7483526	0.81996083	0.91726184	1.0	1430	tags=19%, list=11%, signal=21%	
REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0002889	REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0002889		16	0.36143064	0.7475927	0.81153846	0.91795784	1.0	994	tags=13%, list=8%, signal=14%	
MONOUBIQUITINATED HISTONE H2A DEUBIQUITINATION%GOBP%GO:0035522	MONOUBIQUITINATED HISTONE H2A DEUBIQUITINATION%GOBP%GO:0035522		24	0.3269642	0.7474317	0.83716476	0.91789	1.0	2357	tags=21%, list=18%, signal=25%	
HEDGEHOG SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4249%HOMO SAPIENS	HEDGEHOG SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4249%HOMO SAPIENS		24	0.3285493	0.74727315	0.8423077	0.9178186	1.0	977	tags=8%, list=8%, signal=9%	
